"GIDTR","State","State_name","County","County_name","Tract","Low_Response_Score","Mail_Return_Rate_CEN_2010","Tot_Population_ACS_12_16","Med_HHD_Inc_ACS_12_16","pct_Pop_under_5_ACS_12_16","pct_Pop_18_24_ACS_12_16","pct_Pop_65plus_ACS_12_16","pct_Prs_Blw_Pov_Lev_ACS_12_16","pct_Female_No_HB_ACS_12_16","pct_Not_HS_Grad_ACS_12_16","pct_NH_Blk_alone_ACS_12_16","pct_NH_White_alone_ACS_12_16","pct_Hispanic_ACS_12_16","pct_NH_AIAN_alone_ACS_12_16","pct_NH_Asian_alone_ACS_12_16","pct_NH_NHOPI_alone_ACS_12_16","pct_NH_SOR_alone_ACS_12_16","pct_Born_foreign_ACS_12_16","pct_ENG_VW_ACS_12_16","pct_Age5p_Spanish_ACS_12_16","pct_Age5p_Russian_ACS_12_16","pct_Age5p_Chinese_ACS_12_16","pct_Age5p_Korean_ACS_12_16","pct_Age5p_Vietnames_ACS_12_16","pct_Age5p_Tagalog_ACS_12_16","pct_Age5p_Arabic_ACS_12_16","Tot_Housing_Units_ACS_12_16","Tot_Occp_Units_ACS_12_16","pct_Renter_Occp_HU_ACS_12_16","pct_Rel_Under_6_ACS_12_16","pct_Diff_HU_1yr_Ago_ACS_12_16","pct_Vacant_Units_ACS_12_16","pct_MLT_U10p_ACS_12_16","pct_Single_Unit_ACS_12_16","pct_Crowd_Occp_U_ACS_12_16","pct_minority","pct_multiunit","pcat_all","pcat_10x1"
"09003510600","09","Connecticut","003","Hartford County","510600",32.6,70.9,4727,"$35,938",10.07,7.62,11.59,23.18,41.9,10.91,43.58,15.8,33.95,0,1.4,0,0,18.02,9.43,12.77,0,0,0,1.55,0,0.94,2303,1919,67.48,36.73,9.03,16.67,30.05,36.34,0.52,84.2,63.66,4,3
"09003510700","09","Connecticut","003","Hartford County","510700",22.4,77.9,4695,"$51,341",4.94,8.78,14.46,12.62,22.15,16.2,20.62,46.88,29.41,0,0.21,0,1.26,13.31,6.01,6.9,0.25,0.31,0,0,0,0,2046,1964,28.56,21.63,8.9,4.01,6.26,77.66,1.12,53.12,22.34,4,4
"09003510800","09","Connecticut","003","Hartford County","510800",23,75.1,2819,"$46,500",7.02,8.23,20.11,10.17,13.05,17.44,24.23,49.95,23.91,0,1.31,0,0,18.55,6.3,4.69,0.31,0,0,1.07,0,0,1504,1364,41.57,24.23,9.9,9.31,5.12,38.83,3.81,50.05,61.17,4,3
"09003510900","09","Connecticut","003","Hartford County","510900",16.1,84.7,3384,"$71,337",2.66,4.96,19.89,5.7,10.49,11.86,13.71,64.18,20.45,0.21,1.33,0,0,15.81,3.9,1.91,0.33,0,0,0,0,1.37,1439,1334,9.22,18.03,9.08,7.3,0,98.05,2.47,35.82,1.95,5,4
"09003511000","09","Connecticut","003","Hartford County","511000",14.3,85.8,3737,"$75,165",4.68,9.53,20.85,3,12.01,11.31,18.28,56.01,21.76,0,2.92,0,0.72,17.26,2.27,5.53,0.45,0.2,0,1.63,0,0,1374,1365,8.64,19.35,10.06,0.66,0,97.38,0,43.99,2.62,5,4
"09003511100","09","Connecticut","003","Hartford County","511100",16.6,84,3413,"$79,347",4.6,4.89,17.52,5.06,15.91,8.47,10.14,52.09,19.22,0,12.83,0,0.59,28.22,3.4,3.65,0,0.25,0,2.98,0,0,1401,1263,5.94,16.23,6.17,9.85,0,100,0,47.91,0,5,5
"09003511200","09","Connecticut","003","Hartford County","511200",28.1,76.4,3779,"$49,148",4.66,13.52,8.6,21.88,29.74,16.89,29.9,22.97,35.51,0,9.21,0,0,21.73,3.17,8.24,0.67,0,0,0,0,0,1341,1261,40.92,13.45,15.28,5.97,2.61,60.85,4.36,77.03,39.15,4,4
"09003511300","09","Connecticut","003","Hartford County","511300",27.4,63.9,3451,"$54,482",6.58,11.97,9.33,4.74,26.9,6.58,32.57,35.18,22.54,0,6.78,0,0,26.4,2.91,5.46,0.25,0,0.62,0,0,0,1491,1409,60.11,28.31,8.14,5.5,35.68,36.08,1.77,64.82,63.92,4,3
"09003511400","09","Connecticut","003","Hartford County","511400",17.3,82.7,2494,"$81,250",3.97,9.46,18.12,2.25,13.72,15.03,23.34,50.24,18.28,0,7.42,0,0.04,25.18,2.53,5.51,0,0.67,0,0,0.17,0,873,831,9.27,17.94,6.66,4.81,0,97.94,2.89,49.76,2.06,5,4
"09003514101","09","Connecticut","003","Hartford County","514101",11.4,86.5,3393,"$78,511",3.45,8.19,23.43,2.4,6.71,5.95,1.21,85.5,4.1,0,7.4,0,0,11.91,0,0.64,0.76,0.34,0.21,0,0,0.21,1396,1386,7.29,11.23,8.58,0.72,0.57,89.83,0.58,14.5,10.17,5,5
"09003514102","09","Connecticut","003","Hartford County","514102",24.1,66.4,7402,"$76,897",10.46,4.88,9.5,7.41,7.82,4.64,12.32,32.37,11.65,0,41.04,0,1.57,44.53,11.2,2.28,0,0,0,0,2.82,0.24,3540,3375,81.81,39.72,31.87,4.66,61.47,18.53,4.53,67.63,81.47,5,5
"09003514200","09","Connecticut","003","Hartford County","514200",23.4,72.9,3075,"$60,042",9.4,6.54,12.94,11.63,19,5.16,17.5,59.19,20.72,0.2,1.98,0,0,8.91,7.64,4.31,0.39,0,0.22,0,0,0,1513,1426,37.1,34.41,15.78,5.75,11.04,55.25,0.63,40.81,44.75,4,4
"09003514300","09","Connecticut","003","Hartford County","514300",18.2,80.7,4196,"$65,074",5.82,11.63,12.11,4.43,11.16,4.34,13.58,68.92,13.2,0,3.22,0,0,12.92,2.64,1.42,0.15,0.91,0,0,0,0,1711,1703,27.83,27.65,14.08,0.47,2.98,78.73,0.35,31.08,21.27,5,4
"09003514400","09","Connecticut","003","Hartford County","514400",24.7,70.9,4442,"$54,167",6.06,7.68,9.95,16.49,25.74,9.67,14.05,61.14,17.94,0.72,2.34,0,1.37,7.07,3.65,3.57,0.81,0,0,0.19,0,0,2007,1888,50.85,25,19.22,5.93,10.66,52.22,2.12,38.86,47.78,5,4
"09003514500","09","Connecticut","003","Hartford County","514500",20.3,78.9,4270,"$62,083",5.13,7.19,13.82,5.5,20.95,5.61,11.45,60.3,13.44,0,11.59,0,0,18.27,9.49,3.04,0,0,0,1.14,0.64,0,1824,1718,24.91,19.11,17.74,5.81,8.77,75.27,2.21,39.7,24.73,5,4
"09003514600","09","Connecticut","003","Hartford County","514600",24.7,72.9,5697,"$50,640",6.13,8.65,15.96,18.18,13.99,10.59,19.64,53.27,23.68,0.93,1.54,0,0,12.36,7.21,8.08,0,0,0.28,0,0,0,2450,2287,58.59,29.57,13.09,6.65,20.86,37.39,2.06,46.73,62.61,4,3
"09003514700","09","Connecticut","003","Hartford County","514700",28.4,68.2,4421,"$39,558",9.43,11.56,7.92,23.6,21.29,6.64,23.59,48.59,20.67,0,0.97,0,0,10.63,3.95,3.27,1.05,0,0.67,0,0,0,2142,1977,75.37,33.72,26.19,7.7,47.15,20.31,2.98,51.41,79.69,4,4
"09003514800","09","Connecticut","003","Hartford County","514800",26.3,70,3529,"$40,742",10.26,12.01,9.8,32.22,23.79,8.4,17.97,47.49,25.98,1.3,2.04,0,0,7.88,2.53,1.71,0,0,0,0,0,0,1414,1345,57.4,35.23,24.53,4.88,1.56,51.84,1.12,52.51,48.16,4,4
"09003514900","09","Connecticut","003","Hartford County","514900",13.9,85.8,2699,"$81,378",6.08,5.78,18.15,3.75,8.32,8.75,5.22,81.25,3.74,0,1.52,0,0.41,7.22,0.63,0.95,0.51,0,0,0,0.24,0,1171,1118,7.25,19.87,11.16,4.53,10.42,85.57,0.36,18.75,14.43,5,5
"09003515000","09","Connecticut","003","Hartford County","515000",15.6,88.7,2930,"$87,109",5.56,5.19,20.65,7.54,9.16,8.03,9.9,76.42,9.59,0,3,0,0,6.72,1.89,4.08,0,0,0,0,0,0,1186,1113,17.52,19.83,8.53,6.16,2.11,87.77,1.89,23.58,12.23,5,4
"09003515101","09","Connecticut","003","Hartford County","515101",20.9,82.2,2612,"$65,586",4.94,9.15,21.48,14.16,21.72,11.58,16.42,62.33,13.4,0.27,2.83,0,0,14.24,1.32,0.6,0.2,0,0,0,0,1.17,959,907,25.69,14.02,14.6,5.42,11.26,70.28,2.21,37.67,29.72,5,4
"09003515102","09","Connecticut","003","Hartford County","515102",21,82.1,6328,"$79,142",10.9,5.01,11.38,13.63,17.47,5.45,16.8,43.08,7.57,0.76,26.12,0,0,25.62,7.36,1.56,0.67,0.09,0,1.12,0,0,2321,2175,39.31,31.16,11.18,6.29,17.15,55.36,7.49,56.92,44.64,5,4
"09003515200","09","Connecticut","003","Hartford County","515200",14.9,86.3,3079,"$101,528",1.36,7.99,21.99,2.89,3.99,4.14,1.53,80.74,8.22,1.56,6.3,0,0.26,13.54,2.64,0.03,0.3,0,0.36,0,0,0,1438,1327,13.56,5.12,4.5,7.72,2.16,79.21,0,19.26,20.79,5,5
"09003520100","09","Connecticut","003","Hartford County","520100",13.8,89.3,5900,"$113,785",2.69,5.29,16.49,2.54,10.69,3.55,1.83,87.34,3.08,0,7.75,0,0,13.9,3.75,0.73,2.04,0.98,0.49,0,0,0,2187,2133,14.72,9.21,8.85,2.47,10.97,86.74,0,12.66,13.26,5,5
"09003520201","09","Connecticut","003","Hartford County","520201",6.8,85.8,3678,"$143,438",5,5.49,13.38,2.1,4.25,1.6,2.5,84.37,3.18,0,7.5,0,0.79,9.22,0.96,0.49,0.77,0,0.43,0,0,0,1246,1246,1.44,16.41,5.67,0,1.93,97.35,0.56,15.63,2.65000000000001,5,5
"09003520202","09","Connecticut","003","Hartford County","520202",11.7,85.3,4544,"$152,882",3.9,4.71,13.16,3.47,8.6,2.64,0,92.3,1.76,0,5.08,0,0,10.08,0.58,0.02,0,0.39,0,0,0,0,1567,1547,7.56,11.5,9.16,1.28,0,94,0.45,7.7,6,5,5
"09003520301","09","Connecticut","003","Hartford County","520301",20.2,81.7,4578,"$76,923",4.94,7.34,14.94,6.77,12.84,4.96,2.23,75.4,8.58,0.13,11.93,0,0,15.99,1.29,1.82,0,1.56,0.9,0,0,0,1941,1854,36.57,15.16,7.1,4.48,8.86,68.62,2.43,24.6,31.38,5,4
"09003520302","09","Connecticut","003","Hartford County","520302",20.4,82.5,3940,"$66,429",3.91,9.11,22.13,9.36,9.62,11.48,2.54,79.62,8.1,0,8.98,0,0.2,15,6.7,2.85,0.45,1.14,2.35,0.4,0,0,2109,2016,52.83,17.55,15.94,4.41,22.33,44.29,0.5,20.38,55.71,5,4
"09003520400","09","Connecticut","003","Hartford County","520400",12.4,88.2,7714,"$110,170",4.04,6.08,19.16,1.47,5.82,0.89,0.45,89.47,1.1,0,6.46,0,0.48,7.44,2.09,0.3,0.3,0.24,1,0,0.43,0,3055,2920,9.42,11.96,7.59,4.42,1.73,88.87,0,10.53,11.13,5,5
"09003520501","09","Connecticut","003","Hartford County","520501",13.8,87.4,4323,"$143,750",5.57,4.02,15.96,3.01,4.64,4.67,0.07,83.46,7.12,0,8.47,0,0,11.15,0.5,0,0.44,0.39,0,0,0,0,1696,1616,7.55,15.33,5.69,4.72,0,95.7,0,16.54,4.3,5,5
"09003524100","09","Connecticut","003","Hartford County","524100",7.5,86,6426,"$103,276",5.74,6.49,15.66,2.12,7.06,3.87,0.61,94.48,3.8,0.16,0,0,0,3.8,0.52,0.17,1.12,0,0,0,0,0,2296,2296,9.49,13.92,5.36,0,1.7,92.25,1.35,5.52,7.75,5,5
"09003524200","09","Connecticut","003","Hartford County","524200",16,83.4,6313,"$93,958",2.9,5.91,23.38,10.27,10.34,5.86,6.43,81.12,6.95,0,3.1,0,0.44,13.51,2.54,1.03,0.78,0.98,0,0,0,0.31,2443,2320,22.37,11.38,16.34,5.03,16.7,75.07,0.82,18.88,24.93,5,5
"09003524300","09","Connecticut","003","Hartford County","524300",18.4,84.1,6719,"$77,021",1.86,11.12,12.22,3.06,8.96,15.16,19.17,62.23,13.95,0,1.18,0,0,4.96,1,2.65,0.23,0,0,0,0,0.14,1749,1608,14.74,12.96,27.88,8.06,4.8,82.9,0.56,37.77,17.1,5,5
"09003524400","09","Connecticut","003","Hartford County","524400",34.6,64.5,3212,"$30,515",6.66,11.27,13.33,33.81,44.87,26.39,66.28,1.28,32.44,0,0,0,0,17.31,7.26,8.71,0,0,0,0,0,0,1376,1130,64.51,23.29,19.54,17.88,8.65,38.23,2.92,98.72,61.77,4,3
"09003524501","09","Connecticut","003","Hartford County","524501",27,62.1,2441,"$38,496",1.84,11.1,14.67,18.76,6.49,26.78,30.07,39.04,24.01,0,2.17,0,2.87,31.95,8.91,10.89,0,0,0,0,0.71,0,1341,1201,78.85,11.92,12.51,10.44,32.51,17.08,0,60.96,82.92,4,3
"09003524502","09","Connecticut","003","Hartford County","524502",24.5,77.9,2416,"$38,068",8.15,6.29,11.84,19,8.18,12.8,43.63,35.72,17.72,0,1.82,0,0,26.41,14.1,8.74,0,0,0,0,0,0,1226,1149,68.84,30.96,17.94,6.28,32.71,38.25,1.31,64.28,61.75,4,3
"09003524600","09","Connecticut","003","Hartford County","524600",31.4,57.9,3287,"$35,444",5.78,8.58,8.88,22.45,17.37,19.55,54.88,10.53,17.43,0,14.66,0,1.1,26.83,5.75,6.81,0.55,0,0,0,0,0,1728,1462,91.45,26.65,20.09,15.39,56.13,4.05,7.39,89.47,95.95,4,3
"09003524700","09","Connecticut","003","Hartford County","524700",25.9,75.4,3253,"$56,357",4.95,7.07,16.48,13.02,24.95,22.89,13.62,16.17,65.94,0,1.54,0,0.71,16.85,14.47,20.05,0,0,0,1.23,0,0,1267,1106,35.08,15.38,7.76,12.71,8.76,66.93,1.08,83.83,33.07,4,4
"09003980000","09","Connecticut","003","Hartford County","980000",na,na,0,"",na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,na,na,na,na,na,na,na,na,na,0,0
"09005250100","09","Connecticut","005","Litchfield County","250100",12.6,83.2,1668,"$103,393",1.62,6.71,28.96,2.4,6.55,4.42,3.18,91.61,2.22,0,1.02,0,0.12,6.65,0.52,0,0,0,0,0,0,0,892,763,9.31,4.87,4.26,14.46,1.46,96.08,0.26,8.39,3.92,5,5
"09005253100","09","Connecticut","005","Litchfield County","253100",19.5,82.7,3742,"$67,268",4.38,9.83,11.04,7.39,7.17,9.85,1.84,83,11.22,0,1.98,0,0,11.6,1.48,5.25,0,0,0.2,0,0,0,1530,1423,24.74,17.54,10.49,6.99,11.31,66.86,3.16,17,33.14,5,4
"09005253200","09","Connecticut","005","Litchfield County","253200",18.8,81.4,7175,"$84,207",3.46,8.4,14.49,9.65,9.92,8.73,2.94,79.41,10.31,0,4.57,0,0.29,13.57,0.57,3.22,0,0.32,0.65,0,0,0.52,2697,2450,20.86,12.47,13.91,9.16,3.78,75.86,0.45,20.59,24.14,5,5
"09005253300","09","Connecticut","005","Litchfield County","253300",18.5,83.8,2236,"$77,625",5.46,9.21,12.25,3.89,11.69,8.96,4.52,83.45,6.57,0,1.74,0,0,7.92,2.45,0.52,1.09,0,0,0,0,0,959,898,22.61,13.78,12.86,6.36,23.25,70.59,0,16.55,29.41,5,5
"09005253400","09","Connecticut","005","Litchfield County","253400",16.3,88.8,5974,"$97,270",2.85,8,16.67,0.8,9.02,6.82,0,92.07,4.87,0,1.71,0,0.39,7.18,3.17,2.29,0,0.48,0,0,0,0,2732,2205,12.7,11.29,5.94,19.29,1.57,91.84,0.73,7.93000000000001,8.16,5,5
"09005253500","09","Connecticut","005","Litchfield County","253500",15.3,82.7,5963,"$97,315",3.02,6.74,13.53,4.38,4.76,3.23,0,93.17,4.95,0,1.69,0,0,7.19,0,0.31,0,0,0,0,0,0,2356,2248,10.41,10.16,7.46,4.58,3.52,92.23,0.8,6.83,7.77,5,5
"09005253600","09","Connecticut","005","Litchfield County","253600",23,80,2411,"$36,424",3.11,8.75,16.72,15.55,11.23,12.25,1.62,82.99,8.71,0,5.39,0,0,14.6,3.92,4.54,0.98,2.53,0,0,0,0,1287,1149,54.74,13.45,9.99,10.72,26.03,44.29,0.61,17.01,55.71,5,4
"09005260200","09","Connecticut","005","Litchfield County","260200",19.6,76.9,3230,"$75,690",3.75,6.69,20.99,7.1,10.21,8.35,0.19,91.36,7.99,0,0.25,0,0,5.6,1.06,2.19,0,0,0,0,0,0,1462,1224,24.35,20.15,5.77,16.28,6.36,77.56,1.06,8.64,22.44,5,4
"09005261100","09","Connecticut","005","Litchfield County","261100",15.9,83.1,3669,"$74,853",3.6,7.8,30.91,3.36,2.65,4.13,2.13,92.48,4.28,0,0.9,0,0.05,6.08,2,0.71,0,0.06,0,0,0,0,2723,1698,31.15,12.65,7.51,37.64,0,84.58,0,7.52,15.42,5,5
"09005262100","09","Connecticut","005","Litchfield County","262100",12.5,82.8,2726,"$82,714",1.65,5.06,34.3,9.7,2.96,3.31,0.62,92.74,0.48,0.37,1.47,0,0,6.57,0,0,0,0,0,0,0,0,1975,1248,16.19,5.07,14.93,36.81,0,91.8,1.28,7.26000000000001,8.2,5,5
"09005263200","09","Connecticut","005","Litchfield County","263200",16.1,88.6,1336,"$74,107",1.57,2.77,26.12,5.69,8.26,3.87,0,94.09,2.4,0,1.65,0,0,10.63,0,0,1.06,0,0,0,0,0,1043,593,19.22,5.35,3.67,43.14,0.96,95.01,1.52,5.91,4.98999999999999,5,5
"09005265100","09","Connecticut","005","Litchfield County","265100",14,86,1495,"$92,083",1.67,3.21,20.07,10.25,3.15,3.7,0,93.24,4.01,0,0.94,0,0,6.09,0.5,1.5,0,0,0,0,0,0,845,603,9.12,8.01,4.56,28.64,0,99.05,0.5,6.76000000000001,0.950000000000003,5,5
"09005266100","09","Connecticut","005","Litchfield County","266100",18.2,87.8,2881,"$61,875",6.21,4.82,26.03,7.9,5.92,4.76,6.77,85.73,2.36,0.49,2.26,0,0,11.91,0.17,0,0,0,0,0,0,0,1561,1149,30.64,15.69,5.91,26.39,2.56,81.17,5.13,14.27,18.83,5,5
"09005267100","09","Connecticut","005","Litchfield County","267100",16.9,89.4,3497,"$82,418",3.52,8.52,27.54,3.59,9.67,2.79,0.11,91.11,6.46,0,1.37,0,0.26,8.38,0.87,1.16,0.62,0,0,0,0,0,2268,1489,20.42,9.78,5.64,34.35,1.59,92.55,0.07,8.89,7.45,5,5
"09005268100","09","Connecticut","005","Litchfield County","268100",12.7,88.6,2260,"$110,625",2.04,5.22,25.35,2.88,2.31,2.2,0,97.57,1.68,0,0.49,0.27,0,4.42,0,0,0,0,0,0,0,0,1210,951,16.4,4.73,3.9,21.4,1.9,96.94,0,2.43000000000001,3.06,5,5
"09005290100","09","Connecticut","005","Litchfield County","290100",13.9,85.1,3710,"$104,899",3.07,7.63,15.98,2.51,6.9,4.25,0.08,96.04,0.38,0,2.4,0,0.4,3.32,0,0,0,0,0.33,0,0,0,1505,1435,9.97,9.03,6.27,4.65,0.93,95.55,0,3.95999999999999,4.45,5,4
"09005293100","09","Connecticut","005","Litchfield County","293100",15.1,82.5,1585,"$81,184",3.97,8.71,15.14,3.69,3.91,4.66,0,97.22,1.89,0,0.69,0,0,3.22,0,0,0,0,0,0,0.2,0,829,588,10.54,11.08,11.46,29.07,0,97.59,1.19,2.78,2.41,5,5
"09005296100","09","Connecticut","005","Litchfield County","296100",14,89.6,2919,"$95,219",3.05,7.81,17.95,10.39,3.18,7.51,0.86,92.15,5.21,0.86,0,0,0,4.97,0,0,0,0,0,0,0,0,1674,1069,6.74,9.43,4.39,36.14,0.9,98.39,0.94,7.84999999999999,1.61,5,5
"09005298300","09","Connecticut","005","Litchfield County","298300",10.9,85.6,2703,"$89,632",3.18,8.1,16.87,8.19,3.61,8.56,0.04,98.26,0.48,0,1.22,0,0,3.85,1.44,0,1.41,0,0,0,0,0,1140,969,3.2,8.71,6.09,15,0,98.77,3.51,1.73999999999999,1.23,5,5
"09005298400","09","Connecticut","005","Litchfield County","298400",10.2,87.5,2838,"$98,287",2.18,5.99,23.43,1.52,5.41,7.15,0.53,96.09,0.92,0,1.66,0,0,5.18,0.66,0.86,0.25,0,0,0,0,0,1090,1053,4.08,4.68,3.43,3.39,0.92,96.51,1.61,3.91,3.48999999999999,5,4
"09005300100","09","Connecticut","005","Litchfield County","300100",13.8,89.1,2394,"$89,821",3.13,2.67,26.32,3.64,2.65,5.99,0.54,96.41,0.84,0,0.54,0,0,5.01,0,0.13,0.13,0,0,0,0,0,1430,1096,22.9,9.97,9.63,23.36,3.71,84.97,0.64,3.59,15.03,5,5
"09005300400","09","Connecticut","005","Litchfield County","300400",14.1,84.8,2034,"$83,558",2.36,7.13,32.35,6.67,10.31,3.45,1.08,93.36,2.8,0,1.47,0,0,3.79,0,0,0,0,0,0,0,0,941,805,17.76,7.12,12.12,14.45,0.96,89.8,0,6.64,10.2,5,5
"09005300500","09","Connecticut","005","Litchfield County","300500",18,83.4,3849,"$71,136",5.92,6.11,18.21,10.54,11.61,5.89,0.05,91.58,7.35,0.39,0.31,0,0,7.87,0.51,0,0,0,0,0,0,0,1766,1568,14.09,15.65,6.82,11.21,6.96,79.67,0,8.42,20.33,5,4
"09005303100","09","Connecticut","005","Litchfield County","303100",15.7,85.2,2353,"$82,031",5.74,6.88,17.34,3.61,5.88,5.23,0.3,95.58,3.53,0,0.42,0,0,2.46,0,0.23,0,0.23,0,0,0,0,1290,936,14.96,15,8.29,27.44,1.47,91.47,0,4.42,8.53,5,5
"09005306100","09","Connecticut","005","Litchfield County","306100",14.6,85.7,6824,"$92,970",3.74,5.57,14.64,2.83,5.27,6.17,0.63,96.22,3.15,0,0,0,0,6.64,1.68,2.28,0.38,0,0,0,0,0,2757,2563,10.07,11.76,5.19,7.04,0.44,91.55,0.59,3.78,8.45,5,4
"09005310100","09","Connecticut","005","Litchfield County","310100",20.2,75.3,4196,"$58,274",4.22,5.53,18.85,9.25,10.37,16.63,1.33,75.26,15.28,0,5.6,0,0,11.18,3.97,4.85,0,0,1.09,2.04,0,0,2012,1687,40.37,17.15,9.11,16.15,9.15,54.82,1.19,24.74,45.18,5,4
"09005310200","09","Connecticut","005","Litchfield County","310200",29.3,72.8,3032,"$39,158",7.19,14.08,12.9,21.98,27.25,12.88,5.94,72.53,16.79,0,0.73,0,0,9.86,0.6,7.04,0.71,0,0,0,0,0,1405,1167,69.58,34.66,22.65,16.94,7.97,23.77,6.43,27.47,76.23,4,4
"09005310300","09","Connecticut","005","Litchfield County","310300",26.5,70.9,1416,"$22,407",9.96,9.18,14.83,31.93,20.9,19.31,4.38,73.94,14.34,0,4.52,0,0.07,10.1,1.5,4.39,0,0,0,1.25,0,0,989,732,67.9,36.48,20.09,25.99,9.5,19.21,1.09,26.06,80.79,4,4
"09005310400","09","Connecticut","005","Litchfield County","310400",14.8,82.3,2305,"$62,056",5.29,6.33,22.95,4.09,9.01,13.16,0,93.45,1.08,0,4.6,0,0,10.2,0.82,1.15,0.87,0,0,2.61,0,0,1233,1099,20.75,11.55,7.98,10.87,8.03,78.26,0,6.55,21.74,5,4
"09005310500","09","Connecticut","005","Litchfield County","310500",15.3,84.3,1840,"$47,543",0.87,6.52,22.66,9.02,7.73,9.98,1.85,84.67,10.11,0,2.39,0,0,9.51,3.22,2.63,0,1.04,0,0,0,0,936,931,31.15,6.51,8.32,0.53,19.34,75.21,2.58,15.33,24.79,4,3
"09005310601","09","Connecticut","005","Litchfield County","310601",15.6,86,3652,"$88,382",5.09,7.17,9.5,4.98,11.27,3.33,0.44,90.39,2.77,0,4.35,0,0,6.33,1.33,0.43,0,0.26,0,1.67,0,0,1409,1358,7.51,15.55,9.94,3.62,6.67,88.86,1.4,9.61,11.14,5,4
"09005310602","09","Connecticut","005","Litchfield County","310602",12.3,86.2,4883,"$71,042",6.18,6.04,21.83,2.33,8.6,7.29,2.4,91.71,1.09,0,2.62,0,0,7.29,0.52,0.04,1.59,0,0,0,0,0,1996,1931,16.36,16.02,8.19,3.26,8.02,88.73,0,8.29000000000001,11.27,4,4
"09005310700","09","Connecticut","005","Litchfield County","310700",17.2,84.7,3825,"$67,546",3.11,3.29,21.62,6.43,6.97,8.45,3.01,88.31,3.32,0.63,4.1,0,0,8.97,3.17,0.27,0.51,0,0.3,0,0,0,2399,1895,16.89,11.28,7.19,21.01,9.96,66.44,1.95,11.69,33.56,5,5
"09005310801","09","Connecticut","005","Litchfield County","310801",25,77.6,2744,"$63,704",5.25,10.39,8.49,16.65,11.41,19.93,3.68,76.35,17.86,0,0,0,0,8.13,10.12,6.23,0,0,0,0,0,0,1121,1008,47.62,21.28,16,10.08,3.57,35.86,4.66,23.65,64.14,4,4
"09005310803","09","Connecticut","005","Litchfield County","310803",22.2,74.8,4567,"$46,278",5.63,5.89,14.12,6.37,12.21,22.63,3.7,72.26,16.79,0,5.69,0,0.35,17.76,1.99,6.66,0.07,0,0,0,0,0.9,2276,1908,47.9,16.86,15.08,16.17,12.04,41.83,1.1,27.74,58.17,4,4
"09005310804","09","Connecticut","005","Litchfield County","310804",17.7,77.7,2767,"$60,227",4.95,3.43,24.03,17.97,13.83,12.37,0.29,78.28,16.26,0,4.34,0,0,14.2,9.89,6.46,0,0,0,2.47,0,0,1135,1092,25.82,15.11,16.18,3.79,7.31,64.67,1.19,21.72,35.33,5,4
"09005320100","09","Connecticut","005","Litchfield County","320100",20.2,82.3,5945,"$48,073",4.81,14.06,21.08,18.02,10.53,17.44,2.17,90.83,6.71,0,0.29,0,0,6.14,2.46,2.4,0.32,0,0,0,0,0,3073,2639,51.27,14.41,21.64,14.12,12.2,40.42,1.52,9.17,59.58,4,4
"09005320200","09","Connecticut","005","Litchfield County","320200",18.6,84.4,4981,"$66,635",5.34,7.35,17.23,10.53,6.46,7.29,2.33,85.87,2.89,1.77,3.96,0,0,5.34,0,0,0,0,0,0,0,0,2517,2089,25.95,20.15,9.53,17,4.69,78.51,0.43,14.13,21.49,4,4
"09005342100","09","Connecticut","005","Litchfield County","342100",15.9,87.9,3492,"$87,056",2.61,8.3,15.52,8.63,9.87,6.52,1.58,97.79,0.52,0,0.06,0,0,6.24,0.55,0,0,0,0,0,0,0,1547,1277,17.38,8.51,6.86,17.45,0.45,91.53,0,2.20999999999999,8.47,5,5
"09005349100","09","Connecticut","005","Litchfield County","349100",15.6,82.4,4929,"$72,935",3.88,8.46,13.9,3.85,11.55,7.13,0,96.37,1.97,0,1.08,0,0,3.1,0.37,0,0.3,0.4,0,0,0,0,1959,1870,14.12,13.84,5.23,4.54,1.74,82.59,0.64,3.63,17.41,5,5
"09005349200","09","Connecticut","005","Litchfield County","349200",17.8,79,2770,"$60,966",2.78,6.25,18.19,10.18,8.38,12.05,0.07,94.69,3.68,0,0.29,0,0.4,1.01,0,0,0,0,0,0,0,0,1216,1157,35.52,10.3,5.6,4.85,10.36,61.27,0,5.31,38.73,5,4
"09005360100","09","Connecticut","005","Litchfield County","360100",16.4,82.2,5016,"$84,082",3.19,10.21,16.91,3.47,9.29,5.24,0.34,93.12,5.68,0,0.86,0,0,4.65,0,0.1,0,0,0,0,0,0,2123,2034,24.48,11.36,10.1,4.19,1.13,78.38,0,6.88,21.62,5,5
"09005360200","09","Connecticut","005","Litchfield County","360200",13.7,83.8,7718,"$102,151",6.31,7.62,15.96,4.74,8.65,5.5,0.12,96.05,0.92,0,2.6,0,0.17,8.05,2.46,0,0,0,0.35,0,1.11,0,2861,2681,8.32,17.65,2.38,6.29,0,93.71,0,3.95,6.29000000000001,5,5
"09005360300","09","Connecticut","005","Litchfield County","360300",18.2,77,3396,"$59,111",3.98,9.81,15.43,3.89,8.71,9.2,8.27,84.28,6.57,0,0,0,0,13.43,4.47,0.83,1.2,0,0,0,0,0.58,1412,1320,36.21,11.8,6.11,6.52,10.13,62.04,3.86,15.72,37.96,5,4
