"GIDTR","State","State_name","County","County_name","Tract","Low_Response_Score","Mail_Return_Rate_CEN_2010","Tot_Population_ACS_12_16","Med_HHD_Inc_ACS_12_16","pct_Pop_under_5_ACS_12_16","pct_Pop_18_24_ACS_12_16","pct_Pop_65plus_ACS_12_16","pct_Prs_Blw_Pov_Lev_ACS_12_16","pct_Female_No_HB_ACS_12_16","pct_Not_HS_Grad_ACS_12_16","pct_NH_Blk_alone_ACS_12_16","pct_NH_White_alone_ACS_12_16","pct_Hispanic_ACS_12_16","pct_NH_AIAN_alone_ACS_12_16","pct_NH_Asian_alone_ACS_12_16","pct_NH_NHOPI_alone_ACS_12_16","pct_NH_SOR_alone_ACS_12_16","pct_Born_foreign_ACS_12_16","pct_ENG_VW_ACS_12_16","pct_Age5p_Spanish_ACS_12_16","pct_Age5p_Russian_ACS_12_16","pct_Age5p_Chinese_ACS_12_16","pct_Age5p_Korean_ACS_12_16","pct_Age5p_Vietnames_ACS_12_16","pct_Age5p_Tagalog_ACS_12_16","pct_Age5p_Arabic_ACS_12_16","Tot_Housing_Units_ACS_12_16","Tot_Occp_Units_ACS_12_16","pct_Renter_Occp_HU_ACS_12_16","pct_Rel_Under_6_ACS_12_16","pct_Diff_HU_1yr_Ago_ACS_12_16","pct_Vacant_Units_ACS_12_16","pct_MLT_U10p_ACS_12_16","pct_Single_Unit_ACS_12_16","pct_Crowd_Occp_U_ACS_12_16","pct_minority","pct_multiunit","pcat_all","pcat_10x1"
"09001010101","09","Connecticut","001","Fairfield County","010101",16.2,75.3,4132,"$150,655",4.5,6.29,25.48,11.08,8.46,6.14,1.11,85.5,4.57,0.51,6.17,0,0,14.86,1.26,0.33,0.63,0,0.58,0,0,0,1600,1348,18.25,14.58,9.47,15.75,1.69,94.38,0,14.5,5.62,5,5
"09001010102","09","Connecticut","001","Fairfield County","010102",15.7,84,4174,"$250,001",5.87,8.48,18.59,8.11,5.41,3.79,2.37,84.28,3.35,0.22,9.18,0,0,21.54,1.31,0.81,0.23,0.69,0.25,0,0,0,1554,1293,10.67,16.62,9.49,16.8,0,95.24,0,15.72,4.76000000000001,5,5
"09001010201","09","Connecticut","001","Fairfield County","010201",14.4,76.8,3277,"$212,448",5.07,5.52,21.61,5.97,1.92,6.63,1.46,82.88,9.49,0,5.61,0,0,16.11,3.13,2.51,0,0.96,0,0,0,0,1103,991,22.91,17.81,12.78,10.15,0,92.48,0,17.12,7.52,5,5
"09001010202","09","Connecticut","001","Fairfield County","010202",16.6,77.7,5546,"$187,875",6.76,4.72,15.65,2.69,7.27,3.52,0.43,73.91,11.07,0,12.33,0,0.18,21.53,8.84,2.34,0,0.25,0,0,0.31,0,1915,1856,25,18.64,14.29,3.08,1.25,85.48,0.81,26.09,14.52,5,5
"09001010300","09","Connecticut","001","Fairfield County","010300",16.6,85.3,4049,"$221,250",5.73,5.78,16.18,3.62,6.83,3.91,1.19,86.22,7.36,0,4.79,0,0,16.72,1.88,0.94,0,1.83,0,0,0,0.21,1615,1435,28.15,17.18,13.9,11.15,2.11,81.55,1.53,13.78,18.45,5,5
"09001010400","09","Connecticut","001","Fairfield County","010400",19.6,75.5,5847,"$107,965",9.34,5.39,17.21,5.28,17.28,4.55,6.02,78.69,7.03,0.14,4.12,0,1.92,16.69,1.72,0.64,1.45,0,0.34,0,0,0,2253,2031,30.72,28.74,10.44,9.85,5.81,72.61,0.54,21.31,27.39,5,5
"09001010500","09","Connecticut","001","Fairfield County","010500",25.7,72.9,6050,"$65,593",8.53,9.8,11.7,7.98,12.93,6.75,6.99,57.12,20.38,0,11.31,0,1.12,35.97,11.61,11,0.92,0.25,0,0.49,1.07,0,2608,2420,76.53,31.57,17.42,7.21,17.14,25.54,3.26,42.88,74.46,5,5
"09001010600","09","Connecticut","001","Fairfield County","010600",21.4,75.7,1700,"$93,810",7.06,6.24,23.41,7.73,8.68,9,6.41,72.12,8.88,0,12.59,0,0,30.29,5.33,2.78,0,0,2.72,0.51,0,0,1151,1014,63.71,17.95,13.33,11.9,51.26,16.59,0,27.88,83.41,5,5
"09001010700","09","Connecticut","001","Fairfield County","010700",19.9,82.6,3730,"$73,831",7.96,4.26,23.83,9.79,11.14,7.45,4.13,77.35,12.79,0,5.5,0,0,29.36,8.61,4.69,0.73,2.04,0,0,0.84,0,1835,1696,52.59,24.52,16.22,7.57,25.01,42.29,2.65,22.65,57.71,5,5
"09001010800","09","Connecticut","001","Fairfield County","010800",18.7,77.5,3376,"$128,494",4.35,8.06,15.76,5.33,7.08,3.52,2.22,75.15,9.77,0.27,9.39,0,1.18,28.61,7.32,1.05,1.36,0.96,0,0,0,0,1370,1257,30.47,22.54,13.46,8.25,5.26,77.45,0.8,24.85,22.55,5,5
"09001010900","09","Connecticut","001","Fairfield County","010900",18,81.1,5347,"$132,153",6.96,6.04,14.18,6.43,7.91,2.91,1.83,63.74,18.4,0,12.66,0,0,28.73,9.28,7.9,0,3.56,0,0,0,0,1912,1821,23.17,23.37,14.88,4.76,10.04,81.9,2.03,36.26,18.1,5,5
"09001011000","09","Connecticut","001","Fairfield County","011000",15.7,82.2,5496,"$248,171",7.04,4.99,12.15,4.52,7.71,1.01,0.51,80.39,7.93,0,7.3,0,0.62,20.34,2.71,1.21,0.18,1.14,0,0,0,0,1797,1700,14.71,23.3,15.84,5.4,7.4,90.21,0,19.61,9.79000000000001,5,5
"09001011100","09","Connecticut","001","Fairfield County","011100",14.6,85,4446,"$250,001",6.1,5.2,12.93,2.02,1.86,3.22,0.94,84.1,4.97,0,7.33,0,0.29,17.48,0.5,0.53,0,0.5,0,0,0.84,0,1573,1395,10.47,21.89,12.95,11.32,5.72,92.82,0,15.9,7.18000000000001,5,5
"09001011200","09","Connecticut","001","Fairfield County","011200",18.7,75.2,1633,"$220,625",5.27,4.41,22.72,7.78,9.38,2.59,0.12,84.81,10.17,0,4.35,0,0,15.43,0.82,0.9,0,0.65,0,0,0,0,764,608,18.75,17.7,8.61,20.42,7.2,73.95,0,15.19,26.05,5,5
"09001011300","09","Connecticut","001","Fairfield County","011300",23.8,75.3,3615,"$85,100",9.35,5.7,9.82,10.59,8.65,11.09,1.44,46.89,43.15,0.44,6.11,0.64,0,35.74,13.46,19.32,0.95,0,0,0,2.62,0,1323,1248,58.17,35.89,14.41,5.67,5.06,45.58,5.53,53.11,54.42,5,5
"09001020100","09","Connecticut","001","Fairfield County","020100",27.2,74.7,4296,"$54,038",4.61,5.84,18.37,21.62,7.03,10.5,30.38,35.15,25.21,0.33,7.15,0.28,0,42.71,21.4,10.15,2.49,2.1,0,0,0,0,2899,2276,89.5,17.48,29.32,21.49,88.89,2.55,3.69,64.85,97.45,5,5
"09001020200","09","Connecticut","001","Fairfield County","020200",11.7,81.8,3465,"$226,875",5.4,7.82,17.89,3.32,3.49,0,3.61,81.99,4.3,0,7.24,0,0,16.74,1.75,0.7,0,0.4,0,0,0,0,1325,1203,1.91,15.69,6.52,9.21,0,99.4,0,18.01,0.599999999999994,5,5
"09001020300","09","Connecticut","001","Fairfield County","020300",10.9,82.9,7197,"$207,938",5.53,6.63,17.06,2.32,3.21,2.15,2.85,84.8,6.56,0.18,5.07,0,0,16.65,0,0.24,0,0,0,0,1.43,0,2511,2433,8.3,17,10.15,3.11,0,100,0,15.2,0,5,5
"09001020400","09","Connecticut","001","Fairfield County","020400",14.1,83.2,3937,"$177,361",4.42,4.88,17.32,2.62,4.41,4.04,3.2,68.33,18.19,0,8.28,0,0,24.82,0.82,6.88,1.44,0.69,0,0,0,0.19,1287,1225,5.88,17.76,7.21,4.82,1.48,97.67,3.1,31.67,2.33,5,5
"09001020500","09","Connecticut","001","Fairfield County","020500",13.4,81.7,4972,"$155,208",6.84,4.02,26.07,2.38,5.01,4.14,3.36,80.41,9.25,1.43,4.91,0,0,21.68,3.27,2.66,1.3,0,0,0,2.42,0.15,1798,1715,12.89,21.16,7.89,4.62,5.34,94.66,0,19.59,5.34,5,5
"09001020600","09","Connecticut","001","Fairfield County","020600",15.9,78.8,5453,"$129,360",6.42,9.54,14.95,1.21,8.34,7.64,4.25,67.52,13.5,0,13.22,0,0.57,23.6,2.78,3.21,0.27,0.04,0,0.76,0.14,0.16,1777,1691,9.58,22.18,7.58,4.84,0.45,97.52,2.01,32.48,2.48,5,5
"09001020700","09","Connecticut","001","Fairfield County","020700",15.4,84.8,4207,"$136,094",6.68,8.2,19.42,3.73,9.39,2.89,1.88,79.03,13.05,0,3.97,0,1.45,13.79,1.44,2.11,0.56,0.59,0,0,0,0,1649,1597,18.16,15.96,11.99,3.15,5.7,90.48,0,20.97,9.52,5,5
"09001020800","09","Connecticut","001","Fairfield County","020800",10.4,81.9,2831,"$134,934",3.57,6.18,17.8,1.17,6.65,3.26,4.03,81.07,5.79,0,6.36,0,0,22.01,0.42,3.41,3.08,0.4,0.15,0,0,0,985,963,4.05,12.27,6.16,2.23,0.51,99.49,0,18.93,0.510000000000005,5,5
"09001020900","09","Connecticut","001","Fairfield County","020900",22.8,74.7,5146,"$72,746",7.38,7.68,10.42,4.8,13.6,5.79,9.39,52.99,23.59,0.14,10.16,0,0,28.31,7.94,6.92,1.13,0.31,0,0,0,0,2145,2103,35.95,30.17,7.9,1.96,31.47,51.52,3.61,47.01,48.48,5,5
"09001021000","09","Connecticut","001","Fairfield County","021000",18,75.1,3292,"$91,667",5.68,7.2,13.58,2.87,10.61,12.08,7.29,69.93,8.57,0.58,7.23,0,0,20.38,5.76,3.12,1.96,0,0,0,0,0,1301,1216,14.8,21.66,11.19,6.53,3.46,82.4,0,30.07,17.6,5,5
"09001021100","09","Connecticut","001","Fairfield County","021100",22.5,71.2,5768,"$75,723",7.45,5.98,11.1,6.95,13.69,4.9,12.41,55.29,20.94,0,9.74,0,0.24,28.73,5.42,6.74,1.44,0,0,0,0,1.33,2524,2344,46.2,24.26,9.3,7.13,11.97,47.31,6.36,44.71,52.69,5,5
"09001021200","09","Connecticut","001","Fairfield County","021200",16.6,81.7,4305,"$115,197",5.04,7.2,17.98,1.6,11.66,6.02,8.36,65.97,11.71,0,10.82,0,1.65,30.29,1.85,2.52,1.59,0.29,0,0,0,0,1744,1673,15.42,18.64,10.07,4.07,14.62,77.47,0.9,34.03,22.53,5,5
"09001021300","09","Connecticut","001","Fairfield County","021300",21.8,79.8,4678,"$99,948",7.4,8.04,12.48,2.67,9.29,8.33,17.12,44.31,27.79,0,9.23,0,0.21,30.48,7.71,9.79,1.8,0,0.23,0,0,0.25,1691,1582,20.61,24.1,8.3,6.45,23.77,44.83,1.77,55.69,55.17,5,5
"09001021400","09","Connecticut","001","Fairfield County","021400",27.3,68.5,6956,"$55,101",6.76,9.78,9.39,15.15,13.48,16.04,29.77,22.87,42.9,0,4.18,0,0,43.83,18.93,21.18,0.62,1.19,0,0.72,0,0.26,2575,2403,61.59,20.43,14.59,6.68,25.94,29.63,6.28,77.13,70.37,5,5
"09001021500","09","Connecticut","001","Fairfield County","021500",32.4,63.2,5905,"$42,423",6.28,9.96,7.42,20.29,28.53,34.55,33.72,12.51,49.81,0,1.51,0,0,49.81,23.04,28.82,0.9,0,0,0,0,0.72,2129,1875,80.91,31.58,15.23,11.93,37.72,10.76,11.31,87.49,89.24,5,4
"09001021600","09","Connecticut","001","Fairfield County","021600",24.6,72.2,7790,"$90,000",9.61,10.36,8.14,11.75,3.78,2.89,9.56,43.23,17.15,0,26.79,0,0.81,47.89,13.2,4.4,3.58,1.82,0,0,0.24,3.93,3861,3440,73.4,38.64,39.5,10.9,74.62,10.05,8.17,56.77,89.95,5,5
"09001021700","09","Connecticut","001","Fairfield County","021700",26.8,73,7354,"$80,902",6.77,12.74,9.94,12.48,7.2,7.59,13.91,43.31,23.31,0.12,17.73,0.14,0.2,36.8,12.38,9.51,1.12,0.64,0,0,0,0.15,4046,3585,76.62,31.75,30.44,11.39,73.95,11.17,2.62,56.69,88.83,5,5
"09001021801","09","Connecticut","001","Fairfield County","021801",23.2,81.2,4348,"$67,031",5.7,9.38,15.04,7.24,12.07,14.1,7.36,41.19,39.01,0.57,11.22,0,0.14,36.38,9.52,16.59,3.15,0.68,0.76,0,0.59,0,1864,1723,34.18,17.07,12.84,7.56,37.88,28.7,3.37,58.81,71.3,5,5
"09001021802","09","Connecticut","001","Fairfield County","021802",22.8,75.7,4948,"$55,400",4.83,10.51,17.04,5.98,19.01,16.17,23.32,41.61,29.35,0,4.73,0,0.61,40.7,17.28,13.04,4.03,2.08,0,0,0,0.32,2053,1910,40.52,15.14,11.46,6.97,19.29,38.43,3.14,58.39,61.57,5,5
"09001021900","09","Connecticut","001","Fairfield County","021900",25.3,69.8,6365,"$57,165",7.13,10.07,8.59,10.24,20.64,11.16,19.15,40.75,32.69,0,7.01,0,0,35.63,9.34,16.26,2.62,0,0,0,0,0,2482,2388,43.01,20.63,11.99,3.79,12.09,51.89,2.89,59.25,48.11,5,5
"09001022000","09","Connecticut","001","Fairfield County","022000",26.1,67.5,3037,"$54,250",8.36,12.58,8.4,4.71,17.41,15.9,18.97,39.18,33.78,0,4.02,0,0,33.39,9.28,15.81,0.72,0,0,0,0,1.08,1165,1034,57.45,35.17,8.8,11.24,18.97,37.85,6.87,60.82,62.15,5,5
"09001022100","09","Connecticut","001","Fairfield County","022100",26.5,67.2,8575,"$60,330",3.87,8.33,11.98,8.49,11.53,24.58,15.79,29.06,53.74,0,1.41,0,0,52.05,25.77,29.49,3.52,0.15,0,0,0,0,3002,2914,69.35,24.74,14.02,2.93,27.28,21.22,10.19,70.94,78.78,4,4
"09001022200","09","Connecticut","001","Fairfield County","022200",34.3,59.2,4468,"$58,889",8.5,12.4,4.16,26.48,16.29,19.01,20.14,28.8,48.21,0,1.97,0,0,35.94,16.92,24.05,2.3,0,0,0,0,0,1919,1602,91.89,34.1,23.8,16.52,47.32,5.26,12.86,71.2,94.74,5,5
"09001022300","09","Connecticut","001","Fairfield County","022300",28.5,68.4,5836,"$68,787",5.91,5.64,10.85,21.32,24.39,24.92,25.36,25.81,46.93,0,1.9,0,0,33.09,15.35,26.64,0.93,0,0,0,0,0,2200,1993,59.91,30.16,8.15,9.41,23.73,45.09,5.67,74.19,54.91,5,4
"09001022400","09","Connecticut","001","Fairfield County","022400",15.7,82.5,2281,"$179,167",4.91,3.77,16.13,4.03,6.83,2.2,1.58,82.38,11.31,0,3.77,0,0,17.89,2.2,2.03,0.6,0,0,0,0,0,879,820,12.56,15.53,8.14,6.71,0.68,91.24,0,17.62,8.76000000000001,5,5
"09001030100","09","Connecticut","001","Fairfield County","030100",14,81.7,3527,"$250,001",5.98,7,10.29,3.77,5.24,2.01,0.37,92.97,5.27,0,0.26,0,0,4.79,0,0,0,0,0,0,0,0,1122,1031,5.82,18.23,7.52,8.11,0,98.84,0.48,7.03,1.16,5,5
"09001030200","09","Connecticut","001","Fairfield County","030200",9.9,83.2,3889,"$220,139",7.97,7.92,9.9,11.96,6.1,0.89,0,92.03,1.59,0,5.45,0,0,11.98,0.88,0.87,0,0,0,0,0,0,1131,1131,18.39,20.98,6.14,0,1.68,92.75,3.01,7.97,7.25,5,5
"09001030300","09","Connecticut","001","Fairfield County","030300",11.4,84,4129,"$250,001",6.66,4.89,12.25,1.24,2.98,0.62,0,95.59,1.36,0,2.2,0,0.63,10.27,1.07,0.26,0,0,0,0,0,0,1417,1309,8.94,17.67,10.46,7.62,0,99.36,0,4.41,0.640000000000001,5,5
"09001030400","09","Connecticut","001","Fairfield County","030400",16.8,82.2,4295,"$147,813",8.41,9.76,14.83,2.05,6.22,4.8,1.12,82.77,3.89,0.63,11.2,0,0,14.97,1.76,0,0,3.66,0,0,0,0,1478,1366,27.82,25.95,17.63,7.58,4.67,81.12,1.76,17.23,18.88,5,5
"09001030500","09","Connecticut","001","Fairfield County","030500",14.5,82,5679,"$176,806",7.11,5.72,10.48,5.07,7.47,1.48,0.85,84.86,4.12,0,5.79,0,0.16,10.92,1.97,0.72,0,0.83,0,0,0,0,1804,1781,11.23,24.22,7.1,1.27,2.11,91.13,0,15.14,8.87,5,5
"09001035100","09","Connecticut","001","Fairfield County","035100",18.1,78.7,7740,"$105,700",6.42,3.76,19.69,3.74,12.22,3.27,4.9,82.76,5.25,0,4.56,0,0.43,14.01,2.74,0.28,2.93,0,0,0,0.26,0,3403,3216,42.04,23.15,20.49,5.5,8.17,61.68,0.68,17.24,38.32,5,5
"09001035200","09","Connecticut","001","Fairfield County","035200",13.8,83.2,3097,"$250,001",3.36,5.78,11.59,2.52,2.94,0.56,1.78,93.7,3.13,0,0.81,0,0.42,6.3,0.84,0.23,0,0,0,0,0,0,1093,954,12.37,10.95,7.79,12.72,0.46,98.9,0,6.3,1.09999999999999,5,5
"09001035300","09","Connecticut","001","Fairfield County","035300",11.9,85.1,4037,"$250,001",5.5,8.45,13.82,2.14,5.43,0.37,0.07,87.81,6.94,0,3.62,0,0,13.15,0.64,0.52,0.21,0,0,0,0,0,1264,1252,5.75,17.9,11.53,0.95,0,99.29,0.8,12.19,0.709999999999994,5,5
"09001035400","09","Connecticut","001","Fairfield County","035400",11.2,84.2,5374,"$250,001",5.36,5.06,12.5,2.8,3.2,3.35,0.3,92.5,1.92,0,2.4,0,0.61,11.56,0.56,0.14,0,0,0.18,0,0,0,1684,1596,5.51,16.91,9.3,5.23,0,100,0,7.5,0,5,5
"09001042500","09","Connecticut","001","Fairfield County","042500",14.3,84.1,4027,"$122,917",6.11,6.83,17.46,4.05,10.38,4.22,10.01,76.01,8.64,0,1.74,0,0.2,14.2,2.51,3.33,0,0,0,0,0,0,1458,1435,8.64,20.3,8.21,1.58,5.62,90.53,0,23.99,9.47,5,5
"09001042600","09","Connecticut","001","Fairfield County","042600",17.9,82.4,4229,"$98,241",6.72,7.45,16.95,3.1,10.87,6.68,6.41,73.07,14.47,0,2.74,0,0.69,13.81,5.09,4.82,0.58,1.01,0,0,0,0,1845,1730,32.54,21.64,13.77,6.23,27.43,61.25,0.46,26.93,38.75,5,5
"09001042700","09","Connecticut","001","Fairfield County","042700",18.2,78.4,4802,"$95,179",6.14,7.46,17.81,3.18,6.56,6.9,3.77,72.34,10.25,0,11.35,0,0,24.18,4.2,5.08,0.84,1.02,0,0,0,0,2209,2120,29.15,21.93,18.44,4.03,34.68,40.83,1.56,27.66,59.17,5,5
"09001042800","09","Connecticut","001","Fairfield County","042800",17.1,81.6,5027,"$106,429",6.43,10.34,15.93,7.94,10.78,6.47,7.16,71.47,14.78,0.18,5.07,0,0.22,22.1,5.77,9.89,1.04,0,0,0,0.28,0,1745,1716,16.9,24.18,5.28,1.66,4.99,83.55,1.22,28.53,16.45,5,5
"09001042900","09","Connecticut","001","Fairfield County","042900",13.4,84.2,1604,"$137,656",4.74,6.61,18.14,2.99,9.36,4.18,1.18,90.02,3.24,1.56,1.56,0,1.12,9.66,0.82,0.65,0,0,0.33,0,0,0,638,609,11.17,13.25,7.17,4.55,4.55,90.75,0,9.98,9.25,5,5
"09001043000","09","Connecticut","001","Fairfield County","043000",16.6,77.9,3132,"$123,409",6.13,5.75,17.27,2.99,9.33,2.61,11.88,71.52,13.03,0,3.58,0,0,9.8,0,1.22,0,0,0,0,0,0,1223,1190,15.55,16.9,4.24,2.7,5.56,85.85,0.92,28.48,14.15,5,5
"09001043100","09","Connecticut","001","Fairfield County","043100",18.9,81,4894,"$125,536",5.78,7.25,14.59,3.32,12.27,6.04,5.39,70.68,13.91,0.16,8.3,0,0.27,25.93,3.99,6.38,0,0.43,0,0,0,0,1725,1679,14.89,18.75,5.59,2.67,11.94,78.03,0.36,29.32,21.97,5,5
"09001043200","09","Connecticut","001","Fairfield County","043200",22.6,70.8,3203,"$73,125",10.43,7.37,16.11,7.43,20.11,12.33,16.55,46.11,23.29,0,13.02,0,0.53,35.06,3.51,11.15,0.52,0,0,0,0,0,1205,1139,40.04,22.57,9.18,5.48,11.29,54.69,5.62,53.89,45.31,5,5
"09001043300","09","Connecticut","001","Fairfield County","043300",21,76.7,3396,"$75,125",3.47,10.54,12.75,5.65,18.47,11.82,20.49,44.02,31.71,0,3.77,0,0,33.22,5.81,13.85,0.79,0.85,0,0,0,0,1185,1153,33.3,15.98,5.57,2.7,1.18,72.32,3.3,55.98,27.68,5,5
"09001043400","09","Connecticut","001","Fairfield County","043400",27.2,74.8,4192,"$55,250",4.84,7.23,9.4,11.99,15.76,13.66,21.83,40.55,24.69,0,12.31,0,0,36.76,11.38,14.14,0,0,0,0,0,0,1900,1758,61.15,21.56,8.78,7.47,19.05,19.84,3.19,59.45,80.16,5,5
"09001043500","09","Connecticut","001","Fairfield County","043500",17.9,81,2534,"$99,375",5.96,6.08,16.5,4.03,17.37,8.12,9.87,72.77,15,0,2.21,0,0,19.89,6.51,6.8,1.51,0.29,0,0,0,0,994,967,17.37,21.16,8.44,2.72,14.49,72.84,2.17,27.23,27.16,5,5
"09001043600","09","Connecticut","001","Fairfield County","043600",20.4,81.2,2940,"$93,542",5.99,5.95,15.61,6.39,13.09,8.64,6.73,66.7,17.11,0,7.52,0,1.05,24.83,8.73,5.5,1.09,0,0,0,0.54,0,1265,1169,30.8,19.14,10.39,7.59,25.3,59.84,2.99,33.3,40.16,5,5
"09001043700","09","Connecticut","001","Fairfield County","043700",28.7,64.3,1822,"$45,507",4.39,7.79,17.67,23.51,14.45,18.09,25.91,39.35,34.08,0,0.66,0,0,33.75,13.52,19.63,0.63,0,0,0,0,0,1088,969,85.76,28.9,26.39,10.94,55.51,3.31,2.58,60.65,96.69,5,5
"09001043800","09","Connecticut","001","Fairfield County","043800",25.2,77.9,7902,"$60,875",5.92,11.92,10.47,12.14,19.03,17.32,15.74,32,38.59,0.24,8.2,0.51,4.15,39.64,8.68,13.24,0.94,0,0,0,0.42,0,3233,3006,53.76,19.74,10.75,7.02,27.99,38.6,3.99,68,61.4,5,4
"09001043900","09","Connecticut","001","Fairfield County","043900",17.9,78.6,5895,"$87,083",5.63,4.92,17.74,2.45,12.05,11.16,11.08,55.81,24.31,0.51,7.63,0,0,22.17,3.9,8.88,0,0,0,0,0,0,2092,2025,16.94,22.59,6.66,3.2,5.45,75.1,2.57,44.19,24.9,5,5
"09001044000","09","Connecticut","001","Fairfield County","044000",28,72.9,6049,"$55,128",1.87,13.75,9.31,17.65,19.73,27.63,19.76,24.37,50.37,0.18,3.41,0,0,39.54,14.1,24.9,1.13,0,0.29,0,0,0,2368,2220,55.14,12.36,14.04,6.25,17.78,30.11,10.05,75.63,69.89,4,4
"09001044100","09","Connecticut","001","Fairfield County","044100",30.6,65.8,3249,"$75,750",3.79,13.6,5.63,14.44,12.77,15.76,22.78,30.99,41.12,0,3.66,0,0,39.06,16.28,28.53,0,0,0.29,0,0,0,1617,1456,75.14,18.51,26.38,9.96,64.01,2.16,9.55,69.01,97.84,5,5
"09001044200","09","Connecticut","001","Fairfield County","044200",24.9,71.4,4003,"$64,844",4.52,10.92,14.69,9.89,11.06,14.61,24.53,42.37,27.9,0,4.62,0,0.57,30.68,9.43,10.78,0,0,0,0,0,0,1746,1591,62.92,17.3,13.68,8.88,14.55,34.94,4.4,57.63,65.06,5,5
"09001044300","09","Connecticut","001","Fairfield County","044300",18.9,77.9,3981,"$99,659",5.3,6.2,16.2,7.08,10.46,4.75,6.58,71.46,14.85,0,5.2,0,0,20.15,2.76,4.16,0,0.27,0,0,0.16,0,1676,1597,29.56,14.82,9.4,4.71,10.2,69.93,0.44,28.54,30.07,5,5
"09001044400","09","Connecticut","001","Fairfield County","044400",30.2,72.1,3856,"$52,668",8.82,12.91,9.26,23.12,28.31,29.08,29.98,20.72,47.67,0,0,0,0,33.9,18.32,25.11,0,0,0,0,0,0,1304,1201,60.37,26.46,7.78,7.9,11.5,40.87,10.91,79.28,59.13,4,4
"09001044500","09","Connecticut","001","Fairfield County","044500",34.7,61,3752,"$50,313",6.05,20.1,7.78,10.05,45.69,15.2,44.51,4.69,50.8,0,0,0,0,39.07,11.31,17.99,0,0,0,0,0,0.26,1183,1079,73.59,26.03,6.73,8.79,18.85,21.13,5.1,95.31,78.87,4,4
"09001044600","09","Connecticut","001","Fairfield County","044600",12.6,81.9,3441,"$195,337",9.56,4.3,19.15,2.96,3.85,1.41,0.26,97.65,1.89,0,0,0,0,7.29,0,0,0,0,0,0,0,0,1469,1375,18.4,22.67,6.15,6.4,4.63,92.17,0.58,2.34999999999999,7.83,5,5
"09001045101","09","Connecticut","001","Fairfield County","045101",10.1,86.6,4279,"$221,719",5.94,5.4,11.54,2.78,0.46,1.52,0.63,87.64,1.29,0.12,7.29,0,0,8.04,0,0,0,0,0.25,0,0,0,1335,1291,3.87,18.74,10.73,3.3,0,100,0,12.36,0,5,5
"09001045102","09","Connecticut","001","Fairfield County","045102",16.2,82.6,5866,"$147,656",4.69,5.76,16.21,6.8,7.34,1.92,1.14,85.59,5.06,0,7.02,0,0.2,11.83,2.23,0.27,0,0.97,1.65,0,0,0,2041,1839,16.26,16.45,11.51,9.9,5.54,88.58,0,14.41,11.42,5,5
"09001045200","09","Connecticut","001","Fairfield County","045200",18.7,82.8,2308,"$124,135",4.94,9.27,16.25,1.1,9.97,1.35,0.74,88.69,2.77,0,4.07,0,0,10.75,1.59,0.96,1.09,0.64,0,0,0,0,973,883,31.26,14.31,16.95,9.25,23.33,64.23,0.57,11.31,35.77,5,5
"09001045300","09","Connecticut","001","Fairfield County","045300",11.5,85.3,2578,"$227,917",4.19,5.55,11.21,1.93,5.31,1.32,0.19,88.71,1.16,0,7.45,0,0,12.88,4.53,1.09,0.28,2.15,0.16,0,0.24,0,795,772,4.4,19.85,4.84,2.89,0,99.25,0,11.29,0.75,5,5
"09001045400","09","Connecticut","001","Fairfield County","045400",14,84.8,3585,"$189,375",6.22,6.78,16.04,0.98,4.15,1.72,2.2,82.73,3.77,0,8.56,0,0,18.19,3.53,0.59,0.39,0.89,0,0,0,0,1183,1132,18.37,20.89,15.04,4.31,11.07,85.63,3.8,17.27,14.37,5,5
"09001050100","09","Connecticut","001","Fairfield County","050100",12.6,84,4138,"$223,500",5.63,5.63,16.17,2.75,6.61,2.11,0.31,90.45,1.3,0,6.77,0,0.12,12.47,1.38,0,0,0.46,0,0,0,0,1504,1452,11.91,17.18,13.66,3.46,0,94.75,0,9.55,5.25,5,5
"09001050200","09","Connecticut","001","Fairfield County","050200",15.4,82.2,4136,"$131,938",8.46,3.63,16.88,1.84,7.49,1.65,0.39,83.1,3.07,0,10.59,0,0,16.37,2.36,0,0.26,1.64,0.95,0,0,0.32,1665,1523,17.27,25.02,8.41,8.53,4.14,86.07,1.25,16.9,13.93,5,5
"09001050300","09","Connecticut","001","Fairfield County","050300",16.1,83.6,8389,"$181,146",5.9,6.65,13.55,4.09,8.97,0.2,0.13,82.3,9.45,0.14,5.82,0,0,11.47,0.56,0.8,0,0.28,0.77,0,0,0.46,2959,2699,11.56,18.18,9.94,8.79,0.98,97.19,0.48,17.7,2.81,5,5
"09001050400","09","Connecticut","001","Fairfield County","050400",17.5,73,2369,"$119,911",4.39,3,21.06,6.47,4.35,3.12,0.68,89.7,6.29,0,1.35,0,0,10.89,2.69,1.77,0.57,0,0,0,0,0,1145,965,34.72,12.97,7.93,15.72,4.02,71.62,0,10.3,28.38,5,5
"09001050500","09","Connecticut","001","Fairfield County","050500",17.2,79.6,5028,"$153,571",3.96,8.59,14.7,8.31,11.69,1.62,1.99,89.58,3.48,0,2.72,0,0.32,7.08,0,0.79,0,0,0,0,0,0,1945,1796,16.87,14.72,9.56,7.66,0.72,93.73,0.39,10.42,6.27,5,5
